"Status","URL","Redirected to","Link Text","Appears on","Time stamp"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/12/1k1-Petrov-i-Boshirov-462x462.jpg","","[inline style url]","https://s-t-o-l.com/ukraina/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/gosudarstvo-i-chelovek/impichment-kak-lovushka","","[inline style url]","https://s-t-o-l.com/ukraina/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/09/1k1-impichment-462x462.jpg","","[inline style url]","https://s-t-o-l.com/ukraina/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/gosudarstvo-i-chelovek/putin-prisoedinyaet-donbass","","[inline style url]","https://s-t-o-l.com/ukraina/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/04/1k1-donbas-462x462.jpg","","[inline style url]","https://s-t-o-l.com/ukraina/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/gosudarstvo-i-chelovek/mat-voskresshaya-v-pyatdesyat-devyat-let","","[inline style url]","https://s-t-o-l.com/ukraina/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/04/1k1-The-sleeping-beauty-by-John-Collier-462x462.jpg","","[inline style url]","https://s-t-o-l.com/ukraina/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/gosudarstvo-i-chelovek/sindrom-po-kievski","","[inline style url]","https://s-t-o-l.com/ukraina/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/04/1k1-sindrom-462x462.jpg","","[inline style url]","https://s-t-o-l.com/ukraina/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/gosudarstvo-i-chelovek/papa-mozhet","","[inline style url]","https://s-t-o-l.com/ukraina/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/04/1k1-papa-1-462x462.jpg","","[inline style url]","https://s-t-o-l.com/ukraina/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/ukraina/page/2","","Загрузить еще","https://s-t-o-l.com/ukraina/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/01/RIAN_5748109.HR_.ru_.jpg","","[inline style url]","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://www.facebook.com/sharer.php?u=https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi","","18","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://twitter.com/intent/tweet?url=https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/&text=«Сила Моя совершается в немощи»","","","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://vk.com/share.php?url=https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi","","6","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/01/RIAN_5754504.HR_.ru_-640x427.jpg","","[alt]: Медиапроект s-t-o-l.com","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/01/RIAN_5754504.HR_.ru_-640x427.jpg","","[alt]: Медиапроект s-t-o-l.com","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/01/RIAN_5754504.HR_.ru_-768x512.jpg","","[alt]: Медиапроект s-t-o-l.com","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/01/RIAN_5754504.HR_.ru_-698x466.jpg","","[alt]: Медиапроект s-t-o-l.com","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://golos.ua/i/659469","","захватили","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/01/hram-svyatogo-Ioanna-Krestitelya-SHandrovets-640x427.jpg","","[alt]: Медиапроект s-t-o-l.com","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/01/hram-svyatogo-Ioanna-Krestitelya-SHandrovets-640x427.jpg","","[alt]: Медиапроект s-t-o-l.com","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/01/hram-svyatogo-Ioanna-Krestitelya-SHandrovets-768x512.jpg","","[alt]: Медиапроект s-t-o-l.com","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/01/hram-svyatogo-Ioanna-Krestitelya-SHandrovets-699x466.jpg","","[alt]: Медиапроект s-t-o-l.com","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/01/hram-svyatogo-Ioanna-Krestitelya-SHandrovets.jpg","","[alt]: Медиапроект s-t-o-l.com","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://vz.ru/news/2019/1/16/959587.html","","провели","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://glavred.info/ukraine/10041698-eshche-v-odnoy-obshchine-ukrainy-iz-cerkvi-vygnali-moskovskih-popov.html?utm_source=yxnews&utm_medium=desktop","","захватили","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","http://timer-odessa.net/news/v_odesskoy_oblasti_otjali_perviy_pravoslavniy_hram_639.html","","отняли","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","http://spzh.news/ru/news/59145-na-volyni-storonniki-pcu-v-s-krasnovolya-zahvatili-khram","","не пустив","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","http://news.church.ua/2019/01/12/obshhina-sela-dunaec-v-sumskoj-oblasti-otkazalas-perexodit-v-pcu/?lang=ru","","наглядно","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","http://spzh.news/ru/news/59155-v-s-gnezdichnoje-ternopolyskoj-obl-obshhina-upc-otstaivajet-svoje-pravo-na-khram","","по очереди","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/01/Poroshenko_Pyotr_Alekseevich_0028_CHuprina_Vadim_A-640x427.jpg","","[alt]: Медиапроект s-t-o-l.com","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/01/Poroshenko_Pyotr_Alekseevich_0028_CHuprina_Vadim_A-640x427.jpg","","[alt]: Медиапроект s-t-o-l.com","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/01/Poroshenko_Pyotr_Alekseevich_0028_CHuprina_Vadim_A-768x512.jpg","","[alt]: Медиапроект s-t-o-l.com","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/01/Poroshenko_Pyotr_Alekseevich_0028_CHuprina_Vadim_A-699x466.jpg","","[alt]: Медиапроект s-t-o-l.com","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://www.facebook.com/sharer.php?u=https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi","","18","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://twitter.com/intent/tweet?url=https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/&text=«Сила Моя совершается в немощи»","","","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://vk.com/share.php?url=https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi","","6","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/gosudarstvo-i-chelovek/i-prostite-nam-dolgi-nashi","","И простите нам долги наши","https://s-t-o-l.com/gosudarstvo-i-chelovek/sila-moya-sovershaetsya-v-nemoshhi/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/gosudarstvo-i-chelovek/ubit-minemum-50-chel","","[inline style url]","https://s-t-o-l.com/shkola/page/3/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/11/1k1-shuting-462x462.jpg","","[inline style url]","https://s-t-o-l.com/shkola/page/3/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/gosudarstvo-i-chelovek/vsya-pravda-o-zarplate-uchitelej","","[inline style url]","https://s-t-o-l.com/shkola/page/3/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/10/1h1-uchitelya-462x462.jpg","","[inline style url]","https://s-t-o-l.com/shkola/page/3/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/gosudarstvo-i-chelovek/v-shkole-delat-nechego","","[inline style url]","https://s-t-o-l.com/shkola/page/3/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/09/child-830988_1280-462x462.jpg","","[inline style url]","https://s-t-o-l.com/shkola/page/3/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/gosudarstvo-i-chelovek/topinambur-k-1-sentyabrya","","[inline style url]","https://s-t-o-l.com/shkola/page/3/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2019/09/still-life-851328_1280-462x462.jpg","","[inline style url]","https://s-t-o-l.com/shkola/page/3/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/shkola/page/4","","Загрузить еще","https://s-t-o-l.com/shkola/page/3/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/tserkov-i-obshhestvo/glavred-govorit-prognoz-tserkovnoj-pogody","","[inline style url]","https://s-t-o-l.com/author/andersen/page/4/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2020/09/1k1-Zastavka.-Glavred-govorit-Sinodalnyi-prognoz-462x462.jpg","","[inline style url]","https://s-t-o-l.com/author/andersen/page/4/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/gosudarstvo-i-chelovek/vspominaya-protsess-sinyavskogo-i-danielya","","[inline style url]","https://s-t-o-l.com/author/andersen/page/4/","24 Mar 2021, 10:25:15"
"The Internet connection appears to be offline.","https://s-t-o-l.com/wp-content/uploads/2020/09/1k1-Sud-nad-Sinyavskim-i-Danielem.-1966-god-462x462.jpg","","[inline style url]","https://s-t-o-l.com/author/andersen/page/4/","24 Mar 2021, 10:25:15"
